Vodka
Light rum
White Rum
Gin
Bourbon
Champagne
Cointreau
Triple Sec
Lime
Lime juice
Lemon
Lemon juice
Tonic water
Sugar Syrup
Sugar
Water
Ice
Ginger Beer
Ginger ale
Coffee liqueur
Kahlua
Light cream
Maraschino cherry
Cherry
Angostura bitters
Bitters
Apple
Orange Juice
Orange
Orange liqueur
Campari
Sweet Vermouth
Peychaud bitters
